TeamName,Season,PlayerName,Player_id,Team_id,Pos,Ht,Wt,Birth Date,Birth,Exp,College
Cleveland Cavaliers,2024-25,Jarrett Allen,allenja01,CLE,C,6-9,243,"April 21, 1998",us US,7,Texas
Cleveland Cavaliers,2024-25,Emoni Bates,batesem01,CLE,SF,6-9,202,"January 28, 2004",us US,1,Memphis
Cleveland Cavaliers,2024-25,Darius Garland,garlada01,CLE,PG,6-1,192,"January 26, 2000",us US,5,Vanderbilt
Cleveland Cavaliers,2024-25,Javonte Green,greenja02,CLE,SG,6-5,205,"July 23, 1993",us US,5,Radford
Cleveland Cavaliers,2024-25,De'Andre Hunter,huntede01,CLE,SF,6-7,221,"December 2, 1997",us US,5,Virginia
Cleveland Cavaliers,2024-25,Ty Jerome,jeromty01,CLE,SG,6-5,195,"July 8, 1997",us US,5,Virginia
Cleveland Cavaliers,2024-25,Caris LeVert,leverca01,CLE,SF,6-7,205,"August 25, 1994",us US,8,Michigan
Cleveland Cavaliers,2024-25,Sam Merrill,merrisa01,CLE,SG,6-4,205,"May 15, 1996",us US,4,Utah State University
Cleveland Cavaliers,2024-25,Donovan Mitchell,mitchdo01,CLE,SG,6-2,215,"September 7, 1996",us US,7,Louisville
Cleveland Cavaliers,2024-25,Evan Mobley,mobleev01,CLE,PF,6-11,215,"June 18, 2001",us US,3,USC
Cleveland Cavaliers,2024-25,Georges Niang,niangge01,CLE,PF,6-6,230,"June 17, 1993",us US,8,Iowa State
Cleveland Cavaliers,2024-25,Chuma Okeke,okekech01,CLE,PF,6-7,229,"August 18, 1998",us US,4,Auburn
Cleveland Cavaliers,2024-25,Isaac Okoro,okorois01,CLE,SG,6-4,225,"January 26, 2001",us US,4,Auburn
Cleveland Cavaliers,2024-25,Craig Porter Jr.,portecr01,CLE,PG,6-1,180,"February 26, 2000",us US,1,Vincennes University
Cleveland Cavaliers,2024-25,Max Strus,strusma01,CLE,SF,6-5,215,"March 28, 1996",us US,5,Lewis (IL)
Cleveland Cavaliers,2024-25,Tristan Thompson,thomptr01,CLE,C,6-9,254,"March 13, 1991",ca CA,13,Texas
Cleveland Cavaliers,2024-25,JT Thor,thorjt01,CLE,PF,6-9,203,"August 26, 2002",us US,3,Auburn
Cleveland Cavaliers,2024-25,Nae'Qwan Tomlin,tomlina01,CLE,PF,6-8,210,"December 10, 2000",us US,R,Monroe Community College
Cleveland Cavaliers,2024-25,Luke Travers,travelu01,CLE,SG,6-6,207,"September 3, 2001",au AU,R,
Cleveland Cavaliers,2024-25,Jaylon Tyson,tysonja01,CLE,SG,6-6,215,"December 2, 2002",us US,R,Texas
Cleveland Cavaliers,2024-25,Dean Wade,wadede01,CLE,PF,6-9,228,"November 20, 1996",us US,5,Kansas State
Boston Celtics,2024-25,Jaylen Brown,brownja02,BOS,SF,6-6,223,"October 24, 1996",us US,8,California
Boston Celtics,2024-25,Torrey Craig,craigto01,BOS,SF,6-5,221,"December 19, 1990",us US,7,USC Upstate
Boston Celtics,2024-25,JD Davison,davisjd01,BOS,PG,6-1,195,"October 3, 2002",us US,2,Alabama
Boston Celtics,2024-25,Sam Hauser,hausesa01,BOS,PF,6-7,217,"December 8, 1997",us US,3,Marquette
Boston Celtics,2024-25,Jrue Holiday,holidjr01,BOS,PG,6-4,220,"June 12, 1990",us US,15,UCLA
Boston Celtics,2024-25,Al Horford,horfoal01,BOS,C,6-8,240,"June 3, 1986",do DO,17,Florida
Boston Celtics,2024-25,Luke Kornet,kornelu01,BOS,C,7-1,250,"July 15, 1995",us US,7,Vanderbilt
Boston Celtics,2024-25,Miles Norris,norrimi01,BOS,PF,6-7,220,"April 15, 2000",us US,R,Oregon
Boston Celtics,2024-25,Drew Peterson,peterdr01,BOS,PF,6-8,205,"November 9, 1999",us US,1,Rice University
Boston Celtics,2024-25,Kristaps PorziÅÄ£is,porzikr01,BOS,C,7-2,240,"August 2, 1995",lv LV,8,
Boston Celtics,2024-25,Payton Pritchard,pritcpa01,BOS,PG,6-1,195,"January 28, 1998",us US,4,Oregon
Boston Celtics,2024-25,Neemias Queta,quetane01,BOS,C,7-0,248,"July 13, 1999",pt PT,3,Utah State University
Boston Celtics,2024-25,Baylor Scheierman,scheiba01,BOS,SG,6-6,205,"September 26, 2000",us US,R,South Dakota State
Boston Celtics,2024-25,Jaden Springer,sprinja01,BOS,SG,6-4,202,"September 25, 2002",us US,3,Tennessee
Boston Celtics,2024-25,Jayson Tatum,tatumja01,BOS,PF,6-8,210,"March 3, 1998",us US,7,Duke
Boston Celtics,2024-25,Xavier Tillman Sr.,tillmxa01,BOS,C,6-8,245,"January 12, 1999",us US,4,Michigan State
Boston Celtics,2024-25,Jordan Walsh,walshjo01,BOS,PF,6-6,205,"March 3, 2004",us US,1,Arkansas
Boston Celtics,2024-25,Derrick White,whitede01,BOS,SG,6-4,190,"July 2, 1994",us US,7,Colorado-Colorado Springs
New York Knicks,2024-25,Precious Achiuwa,achiupr01,NYK,C,6-8,243,"September 19, 1999",ng NG,4,Memphis
New York Knicks,2024-25,OG Anunoby,anunoog01,NYK,PF,6-7,240,"July 17, 1997",gb GB,7,Indiana
New York Knicks,2024-25,MarJon Beauchamp,beaucma01,NYK,SF,6-7,199,"October 12, 2000",us US,2,Yakima Valley Community College
New York Knicks,2024-25,Mikal Bridges,bridgmi01,NYK,SF,6-6,209,"August 30, 1996",us US,6,Villanova
New York Knicks,2024-25,Jalen Brunson,brunsja01,NYK,PG,6-2,190,"August 31, 1996",us US,6,Villanova
New York Knicks,2024-25,PacÃ´me Dadiet,dadiepa01,NYK,SG,6-9,210,"July 27, 2005",fr FR,R,
New York Knicks,2024-25,Josh Hart,hartjo01,NYK,SG,6-5,215,"March 6, 1995",us US,7,Villanova
New York Knicks,2024-25,Ariel Hukporti,hukpoar01,NYK,C,7-0,246,"April 12, 2002",de DE,R,
New York Knicks,2024-25,Tyler Kolek,kolekty01,NYK,PG,6-2,195,"March 27, 2001",us US,R,George Mason
New York Knicks,2024-25,Miles McBride,mcbrimi01,NYK,SG,6-2,195,"September 8, 2000",us US,3,West Virginia
New York Knicks,2024-25,Kevin McCullar Jr.,mcculke01,NYK,SF,6-6,210,"March 15, 2001",us US,R,Texas Tech
New York Knicks,2024-25,Cameron Payne,payneca01,NYK,PG,6-2,183,"August 8, 1994",us US,9,Murray State
New York Knicks,2024-25,Mitchell Robinson,robinmi01,NYK,C,7-0,240,"April 1, 1998",us US,6,Western Kentucky
New York Knicks,2024-25,Matt Ryan,ryanma01,NYK,SF,6-6,215,"April 17, 1997",us US,3,Notre Dame
New York Knicks,2024-25,Landry Shamet,shamela01,NYK,SG,6-5,190,"March 13, 1997",us US,6,Wichita State
New York Knicks,2024-25,Jericho Sims,simsje01,NYK,C,6-10,250,"October 20, 1998",us US,3,Texas
New York Knicks,2024-25,Jacob Toppin,toppija01,NYK,SF,6-9,200,"May 8, 2000",us US,1,Rhode Island
New York Knicks,2024-25,Karl-Anthony Towns,townska01,NYK,C,7-0,248,"November 15, 1995",us US,9,Kentucky
New York Knicks,2024-25,P.J. Tucker,tuckepj01,NYK,SF,6-5,245,"May 5, 1985",us US,13,Texas
New York Knicks,2024-25,Anton Watson,watsoan02,NYK,SF,6-8,225,"October 6, 2000",us US,R,Gonzaga
New York Knicks,2024-25,Delon Wright,wrighde01,NYK,PG,6-4,185,"April 26, 1992",us US,9,Utah
Indiana Pacers,2024-25,Tony Bradley,bradlto01,IND,C,6-10,248,"January 8, 1998",us US,6,UNC
Indiana Pacers,2024-25,Moses Brown,brownmo01,IND,C,7-2,258,"October 13, 1999",us US,5,UCLA
Indiana Pacers,2024-25,Thomas Bryant,bryanth01,IND,C,6-9,248,"July 31, 1997",us US,7,Indiana
Indiana Pacers,2024-25,RayJ Dennis,dennira01,IND,PG,6-1,180,"March 30, 2001",us US,R,Boise State
Indiana Pacers,2024-25,Enrique Freeman,freemen01,IND,PF,6-9,220,"July 29, 2000",us US,R,University of Akron
Indiana Pacers,2024-25,Johnny Furphy,furphjo01,IND,SG,6-8,200,"December 8, 2004",au AU,R,Kansas
Indiana Pacers,2024-25,Tyrese Haliburton,halibty01,IND,PG,6-5,185,"February 29, 2000",us US,4,Iowa State
Indiana Pacers,2024-25,Isaiah Jackson,jacksis01,IND,C,6-8,205,"January 10, 2002",us US,3,Kentucky
Indiana Pacers,2024-25,Quenton Jackson,jacksqu01,IND,PG,6-4,173,"September 15, 1998",us US,2,Texas A&M
Indiana Pacers,2024-25,James Johnson,johnsja01,IND,PF,6-7,240,"February 20, 1987",us US,15,Wake Forest
Indiana Pacers,2024-25,Bennedict Mathurin,mathube01,IND,SF,6-5,210,"June 19, 2002",ca CA,2,Arizona
Indiana Pacers,2024-25,T.J. McConnell,mccontj01,IND,PG,6-1,190,"March 25, 1992",us US,9,Duquesne
Indiana Pacers,2024-25,Andrew Nembhard,nembhan01,IND,SG,6-4,191,"January 16, 2000",ca CA,2,Florida
Indiana Pacers,2024-25,Aaron Nesmith,nesmiaa01,IND,SF,6-5,215,"October 16, 1999",us US,4,Vanderbilt
Indiana Pacers,2024-25,Tristen Newton,newtotr01,IND,SG,6-5,190,"April 26, 2001",us US,R,East Carolina University
Indiana Pacers,2024-25,Jahlil Okafor,okafoja01,IND,C,6-10,270,"December 15, 1995",us US,6,Duke
Indiana Pacers,2024-25,Ben Sheppard,sheppbe01,IND,SG,6-6,190,"July 16, 2001",us US,1,Belmont
Indiana Pacers,2024-25,Pascal Siakam,siakapa01,IND,PF,6-8,245,"April 2, 1994",cm CM,8,New Mexico State
Indiana Pacers,2024-25,Obi Toppin,toppiob01,IND,PF,6-9,220,"March 4, 1998",us US,4,Dayton
Indiana Pacers,2024-25,Myles Turner,turnemy01,IND,C,6-11,250,"March 24, 1996",us US,9,Texas
Indiana Pacers,2024-25,Jarace Walker,walkeja02,IND,PF,6-7,235,"September 4, 2003",us US,1,Houston
Indiana Pacers,2024-25,James Wiseman,wisemja01,IND,C,6-11,240,"March 31, 2001",us US,3,Memphis
Milwaukee Bucks,2024-25,Giannis Antetokounmpo,antetgi01,MIL,PF,6-11,243,"December 6, 1994",gr GR,11,
Milwaukee Bucks,2024-25,MarJon Beauchamp,beaucma01,MIL,SF,6-7,199,"October 12, 2000",us US,2,Yakima Valley Community College
Milwaukee Bucks,2024-25,Jamaree Bouyea,bouyeja01,MIL,PG,6-2,180,"June 27, 1999",us US,2,San Francisco
Milwaukee Bucks,2024-25,Pat Connaughton,connapa01,MIL,SG,6-5,209,"January 6, 1993",us US,9,Notre Dame
Milwaukee Bucks,2024-25,A.J. Green,greenaj01,MIL,SG,6-4,190,"September 27, 1999",us US,2,University of Northern Iowa
Milwaukee Bucks,2024-25,Andre Jackson Jr.,jacksan01,MIL,SG,6-6,209,"November 13, 2001",us US,1,UConn
Milwaukee Bucks,2024-25,AJ Johnson,johnsaj01,MIL,SG,6-5,160,"December 1, 2004",us US,R,
Milwaukee Bucks,2024-25,Kyle Kuzma,kuzmaky01,MIL,PF,6-8,221,"July 24, 1995",us US,7,Utah
Milwaukee Bucks,2024-25,Damian Lillard,lillada01,MIL,PG,6-2,200,"July 15, 1990",us US,12,Weber State
Milwaukee Bucks,2024-25,Chris Livingston,livinch01,MIL,SF,6-6,220,"October 15, 2003",us US,1,Kentucky
Milwaukee Bucks,2024-25,Brook Lopez,lopezbr01,MIL,C,7-1,282,"April 1, 1988",us US,16,Stanford
Milwaukee Bucks,2024-25,Khris Middleton,middlkh01,MIL,SF,6-7,222,"August 12, 1991",us US,12,Texas A&M
Milwaukee Bucks,2024-25,Pete Nance,nancepe01,MIL,PF,6-9,225,"February 19, 2000",us US,1,Northwestern
Milwaukee Bucks,2024-25,Kevin Porter Jr.,porteke02,MIL,SG,6-5,203,"May 4, 2000",us US,4,USC
Milwaukee Bucks,2024-25,Bobby Portis,portibo01,MIL,PF,6-9,250,"February 10, 1995",us US,9,Arkansas
Milwaukee Bucks,2024-25,Taurean Prince,princta02,MIL,SF,6-6,218,"March 22, 1994",us US,8,Baylor
Milwaukee Bucks,2024-25,Liam Robbins,robbili01,MIL,C,7-0,250,"July 12, 1999",us US,R,Drake University
Milwaukee Bucks,2024-25,Ryan Rollins,rolliry01,MIL,PG,6-3,180,"July 3, 2002",us US,2,Toledo
Milwaukee Bucks,2024-25,Jericho Sims,simsje01,MIL,C,6-10,250,"October 20, 1998",us US,3,Texas
Milwaukee Bucks,2024-25,Tyler Smith,smithty02,MIL,PF,6-9,224,"November 2, 2004",us US,R,
Milwaukee Bucks,2024-25,Gary Trent Jr.,trentga02,MIL,SG,6-5,204,"January 18, 1999",us US,6,Duke
Milwaukee Bucks,2024-25,Stanley Umude,umudest01,MIL,SG,6-6,210,"April 12, 1999",us US,2,South Dakota
Milwaukee Bucks,2024-25,Delon Wright,wrighde01,MIL,PG,6-4,185,"April 26, 1992",us US,9,Utah
Detroit Pistons,2024-25,Malik Beasley,beaslma01,DET,SG,6-4,187,"November 26, 1996",us US,8,Florida State
Detroit Pistons,2024-25,Cade Cunningham,cunnica01,DET,PG,6-6,220,"September 25, 2001",us US,3,Oklahoma State
Detroit Pistons,2024-25,Jalen Duren,durenja01,DET,C,6-10,250,"November 18, 2003",us US,2,Memphis
Detroit Pistons,2024-25,Simone Fontecchio,fontesi01,DET,SF,6-7,209,"December 9, 1995",it IT,2,
Detroit Pistons,2024-25,Tim Hardaway Jr.,hardati02,DET,SG,6-5,205,"March 16, 1992",us US,11,Michigan
Detroit Pistons,2024-25,Ron Harper Jr.,harpero02,DET,SF,6-5,233,"April 12, 2000",us US,2,Rutgers University
Detroit Pistons,2024-25,Tobias Harris,harrito02,DET,PF,6-8,226,"July 15, 1992",us US,13,Tennessee
Detroit Pistons,2024-25,Ron Holland,hollaro01,DET,SF,6-8,206,"July 7, 2005",us US,R,
Detroit Pistons,2024-25,Jaden Ivey,iveyja01,DET,SG,6-3,195,"February 13, 2002",us US,2,Purdue
Detroit Pistons,2024-25,Daniss Jenkins,jenkida01,DET,PG,6-4,165,"August 17, 2001",us US,R,University of the Pacific
Detroit Pistons,2024-25,Bobi Klintman,klintbo01,DET,SF,6-9,225,"March 6, 2003",se SE,R,Wake Forest
Detroit Pistons,2024-25,Wendell Moore Jr.,moorewe01,DET,SG,6-5,215,"September 18, 2001",us US,2,Duke
Detroit Pistons,2024-25,Paul Reed,reedpa01,DET,C,6-9,210,"June 14, 1999",us US,4,DePaul
Detroit Pistons,2024-25,Marcus Sasser,sassema01,DET,PG,6-1,195,"September 21, 2000",us US,1,Houston
Detroit Pistons,2024-25,Dennis SchrÃ¶der,schrode01,DET,PG,6-1,175,"September 15, 1993",de DE,11,
Detroit Pistons,2024-25,Tolu Smith,smithto05,DET,PF,6-11,254,"July 26, 2000",us US,R,Western Kentucky
Detroit Pistons,2024-25,Isaiah Stewart,stewais01,DET,C,6-8,250,"May 22, 2001",us US,4,Washington
Detroit Pistons,2024-25,Cole Swider,swideco01,DET,SF,6-10,220,"May 8, 1999",us US,2,Villanova
Detroit Pistons,2024-25,Ausar Thompson,thompau01,DET,SF,6-7,205,"January 30, 2003",us US,1,
Detroit Pistons,2024-25,Lindy Waters III,waterli01,DET,SG,6-5,210,"July 28, 1997",us US,3,Oklahoma State
Detroit Pistons,2024-25,Alondes Williams,willial06,DET,SG,6-4,210,"June 19, 1999",us US,2,Triton College
Orlando Magic,2024-25,Cole Anthony,anthoco01,ORL,PG,6-2,185,"May 15, 2000",us US,4,UNC
Orlando Magic,2024-25,Paolo Banchero,banchpa01,ORL,PF,6-10,250,"November 12, 2002",us US,2,Duke
Orlando Magic,2024-25,Goga Bitadze,bitadgo01,ORL,C,6-11,250,"July 20, 1999",ge GE,5,
Orlando Magic,2024-25,Anthony Black,blackan01,ORL,PG,6-7,200,"January 20, 2004",us US,1,Arkansas
Orlando Magic,2024-25,Kentavious Caldwell-Pope,caldwke01,ORL,SG,6-5,204,"February 18, 1993",us US,11,Georgia
Orlando Magic,2024-25,Wendell Carter Jr.,cartewe01,ORL,C,6-10,270,"April 16, 1999",us US,6,Duke
Orlando Magic,2024-25,Tristan Da Silva,dasiltr01,ORL,SF,6-8,217,"May 15, 2001",de DE,R,Colorado
Orlando Magic,2024-25,Gary Harris,harriga01,ORL,SG,6-4,210,"September 14, 1994",us US,10,Michigan State
Orlando Magic,2024-25,Caleb Houstan,houstca01,ORL,SF,6-8,205,"January 9, 2003",ca CA,2,Michigan
Orlando Magic,2024-25,Jett Howard,howarje01,ORL,SF,6-8,215,"September 14, 2003",us US,1,Michigan
Orlando Magic,2024-25,Jonathan Isaac,isaacjo01,ORL,PF,6-10,230,"October 3, 1997",us US,5,Florida State
Orlando Magic,2024-25,Cory Joseph,josepco01,ORL,PG,6-2,200,"August 20, 1991",ca CA,13,Texas
Orlando Magic,2024-25,Mac McClung,mccluma01,ORL,SG,6-2,185,"January 6, 1999",us US,2,Georgetown
Orlando Magic,2024-25,Trevelin Queen,queentr01,ORL,SG,6-5,190,"February 25, 1997",us US,3,College of Marin
Orlando Magic,2024-25,Jalen Suggs,suggsja01,ORL,PG,6-5,205,"June 3, 2001",us US,3,Gonzaga
Orlando Magic,2024-25,Franz Wagner,wagnefr01,ORL,SF,6-10,220,"August 27, 2001",de DE,3,Michigan
Orlando Magic,2024-25,Moritz Wagner,wagnemo01,ORL,C,6-11,245,"April 26, 1997",de DE,6,Michigan
Atlanta Hawks,2024-25,Dominick Barlow,barlodo01,ATL,PF,6-9,215,"May 26, 2003",us US,2,
Atlanta Hawks,2024-25,Bogdan BogdanoviÄ,bogdabo01,ATL,SG,6-5,225,"August 18, 1992",rs RS,7,
Atlanta Hawks,2024-25,Kobe Bufkin,bufkiko01,ATL,SG,6-4,195,"September 21, 2003",us US,1,Michigan
Atlanta Hawks,2024-25,Clint Capela,capelca01,ATL,C,6-10,256,"May 18, 1994",ch CH,10,
Atlanta Hawks,2024-25,Dyson Daniels,daniedy01,ATL,SG,6-7,199,"March 17, 2003",au AU,2,
Atlanta Hawks,2024-25,Mouhamed Gueye,gueyemo02,ATL,PF,6-11,210,"November 9, 2002",sn SN,1,Washington State
Atlanta Hawks,2024-25,De'Andre Hunter,huntede01,ATL,SF,6-7,221,"December 2, 1997",us US,5,Virginia
Atlanta Hawks,2024-25,Jalen Johnson,johnsja05,ATL,SF,6-8,219,"December 18, 2001",us US,3,Duke
Atlanta Hawks,2024-25,VÃ­t KrejÄÃ­,krejcvi01,ATL,PG,6-8,195,"June 19, 2000",cz CZ,3,
Atlanta Hawks,2024-25,Caris LeVert,leverca01,ATL,SG,6-7,205,"August 25, 1994",us US,8,Michigan
Atlanta Hawks,2024-25,Terance Mann,mannte01,ATL,SG,6-6,215,"October 18, 1996",us US,5,Florida State
Atlanta Hawks,2024-25,Garrison Mathews,mathega01,ATL,SG,6-5,215,"October 24, 1996",us US,5,Lipscomb
Atlanta Hawks,2024-25,Larry Nance Jr.,nancela02,ATL,PF,6-6,245,"January 1, 1993",us US,9,Wyoming
Atlanta Hawks,2024-25,Georges Niang,niangge01,ATL,PF,6-6,230,"June 17, 1993",us US,8,Iowa State
Atlanta Hawks,2024-25,Onyeka Okongwu,okongon01,ATL,C,6-10,240,"December 11, 2000",us US,4,USC
Atlanta Hawks,2024-25,Daeqwon Plowden,plowdda01,ATL,SG,6-4,216,"August 29, 1998",us US,R,Bowling Green
Atlanta Hawks,2024-25,Zaccharie Risacher,risacza01,ATL,SF,6-8,200,"April 8, 2005",es ES,R,
Atlanta Hawks,2024-25,David Roddy,roddyda01,ATL,PF,6-5,255,"March 27, 2001",us US,2,Colorado State
Atlanta Hawks,2024-25,Jacob Toppin,toppija01,ATL,SF,6-9,200,"May 8, 2000",us US,1,Rhode Island
Atlanta Hawks,2024-25,Keaton Wallace,wallake01,ATL,PG,6-3,185,"February 26, 1999",us US,R,Texas-San Antonio
Atlanta Hawks,2024-25,Trae Young,youngtr01,ATL,PG,6-2,164,"September 19, 1998",us US,6,Oklahoma
Chicago Bulls,2024-25,Lonzo Ball,balllo01,CHI,PG,6-5,190,"October 27, 1997",us US,5,UCLA
Chicago Bulls,2024-25,Matas Buzelis,buzelma01,CHI,SF,6-8,209,"October 13, 2004",us US,R,
Chicago Bulls,2024-25,Jevon Carter,carteje01,CHI,PG,6-0,200,"September 14, 1995",us US,6,West Virginia
Chicago Bulls,2024-25,Zach Collins,colliza01,CHI,PF,6-9,250,"November 19, 1997",us US,6,Gonzaga
Chicago Bulls,2024-25,Torrey Craig,craigto01,CHI,SF,6-5,221,"December 19, 1990",us US,7,USC Upstate
Chicago Bulls,2024-25,Ayo Dosunmu,dosunay01,CHI,SG,6-4,200,"January 17, 2000",us US,3,Illinois
Chicago Bulls,2024-25,Chris Duarte,duartch01,CHI,SG,6-5,190,"June 13, 1997",do DO,3,Oregon
Chicago Bulls,2024-25,Josh Giddey,giddejo01,CHI,PG,6-7,216,"October 10, 2002",au AU,3,
Chicago Bulls,2024-25,Talen Horton-Tucker,hortota01,CHI,SG,6-4,234,"November 25, 2000",us US,5,Iowa State
Chicago Bulls,2024-25,Kevin Huerter,huertke01,CHI,SG,6-6,198,"August 27, 1998",us US,6,Maryland
Chicago Bulls,2024-25,Tre Jones,jonestr01,CHI,PG,6-1,185,"January 8, 2000",us US,4,Duke
Chicago Bulls,2024-25,Zach LaVine,lavinza01,CHI,SF,6-5,200,"March 10, 1995",us US,10,UCLA
Chicago Bulls,2024-25,E.J. Liddell,liddeej01,CHI,PF,6-6,240,"December 18, 2000",us US,1,Ohio State
Chicago Bulls,2024-25,Emanuel Miller,milleem01,CHI,PF,6-5,215,"June 19, 2000",ca CA,R,Texas A&M
Chicago Bulls,2024-25,Julian Phillips,phillju01,CHI,SF,6-6,198,"November 5, 2003",us US,1,Tennessee
Chicago Bulls,2024-25,Adama Sanogo,sanogad01,CHI,C,6-9,245,"February 12, 2002",ml ML,1,UConn
Chicago Bulls,2024-25,Jalen Smith,smithja04,CHI,C,6-8,215,"March 16, 2000",us US,4,Maryland
Chicago Bulls,2024-25,Dalen Terry,terryda01,CHI,SG,6-6,195,"July 12, 2002",us US,2,Arizona
Chicago Bulls,2024-25,Nikola VuÄeviÄ,vucevni01,CHI,C,6-9,260,"October 24, 1990",ch CH,13,USC
Chicago Bulls,2024-25,Coby White,whiteco01,CHI,SG,6-4,195,"February 16, 2000",us US,5,UNC
Chicago Bulls,2024-25,Patrick Williams,willipa01,CHI,PF,6-6,215,"August 26, 2001",us US,4,Florida State
Chicago Bulls,2024-25,Jahmir Young,youngja05,CHI,PG,6-0,185,"October 7, 2000",us US,R,UNC Charlotte
Miami Heat,2024-25,Bam Adebayo,adebaba01,MIA,C,6-9,255,"July 18, 1997",us US,7,Kentucky
Miami Heat,2024-25,Kyle Anderson,anderky01,MIA,SF,6-8,230,"September 20, 1993",us US,10,UCLA
Miami Heat,2024-25,Thomas Bryant,bryanth01,MIA,C,6-9,248,"July 31, 1997",us US,7,Indiana
Miami Heat,2024-25,Alec Burks,burksal01,MIA,SG,6-5,214,"July 20, 1991",us US,13,Colorado
Miami Heat,2024-25,Jimmy Butler,butleji01,MIA,PF,6-6,230,"September 14, 1989",us US,13,Tyler Junior College
Miami Heat,2024-25,Josh Christopher,chrisjo01,MIA,SG,6-4,215,"December 8, 2001",us US,2,Arizona State
Miami Heat,2024-25,Tyler Herro,herroty01,MIA,SG,6-5,195,"January 20, 2000",us US,5,Kentucky
Miami Heat,2024-25,Haywood Highsmith,highsha01,MIA,SF,6-5,220,"December 9, 1996",us US,4,Wheeling University
Miami Heat,2024-25,Jaime Jaquez Jr.,jaqueja01,MIA,SF,6-6,225,"February 18, 2001",us US,1,UCLA
Miami Heat,2024-25,Keshad Johnson,johnske10,MIA,SF,6-6,225,"June 23, 2001",us US,R,San Diego State
Miami Heat,2024-25,Nikola JoviÄ,jovicni01,MIA,PF,6-10,205,"June 9, 2003",gb GB,2,
Miami Heat,2024-25,Pelle Larsson,larsspe01,MIA,SG,6-5,215,"February 23, 2001",se SE,R,Utah
Miami Heat,2024-25,Kevin Love,loveke01,MIA,PF,6-10,251,"September 7, 1988",us US,16,UCLA
Miami Heat,2024-25,Davion Mitchell,mitchda01,MIA,PG,6-0,202,"September 5, 1998",us US,3,Auburn
Miami Heat,2024-25,Josh Richardson,richajo01,MIA,SG,6-5,200,"September 15, 1993",us US,9,Tennessee
Miami Heat,2024-25,Duncan Robinson,robindu01,MIA,SF,6-7,215,"April 22, 1994",us US,6,Williams
Miami Heat,2024-25,Terry Rozier,roziete01,MIA,PG,6-1,190,"March 17, 1994",us US,9,Louisville
Miami Heat,2024-25,Dru Smith,smithdr01,MIA,SG,6-2,203,"December 30, 1997",us US,2,University of Evansville
Miami Heat,2024-25,Isaiah Stevens,steveis01,MIA,PG,5-11,185,"November 1, 2000",us US,R,Colorado State
Miami Heat,2024-25,Kel'el Ware,wareke01,MIA,C,7-0,230,"April 20, 2004",us US,R,Oregon
Miami Heat,2024-25,Andrew Wiggins,wiggian01,MIA,SF,6-6,197,"February 23, 1995",ca CA,10,Kansas
Toronto Raptors,2024-25,Ochai Agbaji,agbajoc01,TOR,SG,6-5,215,"April 20, 2000",us US,2,Kansas
Toronto Raptors,2024-25,Scottie Barnes,barnesc01,TOR,PF,6-8,237,"August 1, 2001",us US,3,Florida State
Toronto Raptors,2024-25,RJ Barrett,barrerj01,TOR,SF,6-6,214,"June 14, 2000",ca CA,5,Duke
Toronto Raptors,2024-25,Jamison Battle,battlja01,TOR,SF,6-7,220,"May 10, 2001",us US,R,George Washington
Toronto Raptors,2024-25,Chris Boucher,bouchch01,TOR,PF,6-8,200,"January 11, 1993",lc LC,7,New Mexico Junior College
Toronto Raptors,2024-25,Bruce Brown,brownbr01,TOR,PG,6-4,202,"August 15, 1996",us US,6,Miami (FL)
Toronto Raptors,2024-25,D.J. Carton,cartodj01,TOR,SG,6-2,200,"August 5, 2000",us US,1,Ohio State
Toronto Raptors,2024-25,Colin Castleton,castlco01,TOR,C,6-10,250,"May 25, 2000",us US,1,Michigan
Toronto Raptors,2024-25,Ulrich Chomche,chomcul01,TOR,PF,6-11,235,"December 30, 2005",cm CM,R,
Toronto Raptors,2024-25,Gradey Dick,dickgr01,TOR,SG,6-7,200,"November 20, 2003",us US,1,Kansas
Toronto Raptors,2024-25,Bruno Fernando,fernabr01,TOR,C,6-9,240,"August 15, 1998",ao AO,5,Maryland
Toronto Raptors,2024-25,A.J. Lawson,lawsoaj01,TOR,SG,6-6,179,"July 15, 2000",ca CA,2,South Carolina
Toronto Raptors,2024-25,Davion Mitchell,mitchda01,TOR,PG,6-0,202,"September 5, 1998",us US,3,Auburn
Toronto Raptors,2024-25,Jonathan Mogbo,mogbojo01,TOR,PF,6-9,225,"October 29, 2001",us US,R,Missouri State
Toronto Raptors,2024-25,Kelly Olynyk,olynyke01,TOR,C,7-0,240,"April 19, 1991",ca CA,11,Gonzaga
Toronto Raptors,2024-25,Jakob Poeltl,poeltja01,TOR,C,7-0,253,"October 15, 1995",at AT,8,Utah
Toronto Raptors,2024-25,Immanuel Quickley,quickim01,TOR,PG,6-2,190,"June 17, 1999",us US,4,Kentucky
Toronto Raptors,2024-25,Jared Rhoden,rhodeja01,TOR,SG,6-5,210,"August 27, 1999",us US,2,Seton Hall
Toronto Raptors,2024-25,Orlando Robinson,robinor01,TOR,C,6-10,235,"July 10, 2000",us US,2,Fresno State
Toronto Raptors,2024-25,Jamal Shead,sheadja01,TOR,PG,6-1,200,"June 24, 2002",us US,R,Houston
Toronto Raptors,2024-25,Cole Swider,swideco01,TOR,SF,6-10,220,"May 8, 1999",us US,2,Villanova
Toronto Raptors,2024-25,Garrett Temple,templga01,TOR,SG,6-5,195,"May 8, 1986",us US,14,LSU
